trainLoss
2,201274871826172
2,202732801437378
2,1207804679870605
1,9627172946929932
1,7035523653030396
1,3474359512329102
1,0889387130737305
0,884040355682373
0,7646023631095886
0,7763956785202026
0,7771332263946533
0,7467113733291626
0,7817305326461792
0,7605293989181519
0,7192900776863098
0,7034961581230164
0,7712293267250061
0,7493921518325806
0,7532472014427185
0,7279555797576904
0,7676582932472229
0,7702678442001343
0,7346612215042114
0,7387093305587769
0,7042896151542664
0,767951250076294
0,7556760907173157
0,7864606380462646
0,775734543800354
0,7855297923088074
0,706961452960968
0,6880303025245667
0,7309118509292603
0,7441995739936829
0,7647346258163452
0,8578914403915405
0,8030627965927124
0,7435666918754578
0,7673941850662231
0,8395299911499023
0,8235331177711487
0,8464417457580566
0,8927751779556274
0,8022134900093079
0,7954638004302979
0,9115419983863831
0,7918893098831177
0,8107671141624451
0,7775152921676636
0,8437156081199646
0,9038518667221069
0,8298142552375793
0,8889976143836975
0,8348468542098999
0,9466517567634583
0,8883680701255798
0,9164077043533325
0,803170919418335
0,7853193879127502
0,8991004228591919
0,8008570671081543
0,8918636441230774
0,9541924595832825
0,6282897591590881
0,7340563535690308
1,462353229522705
0,6874485611915588
0,7057850956916809
0,5268575549125671
0,4587947428226471
1,0081026554107666
0,4851655066013336
0,39705270528793335
0,4561576843261719
0,7473177909851074
0,6247301697731018
0,2536062002182007
0,3205857276916504
0,29818060994148254
0,4381851255893707
0,30968916416168213
0,3165808916091919
0,29184436798095703
0,13019220530986786
0,4787317216396332
0,3398183286190033
0,2079199254512787
0,606693685054779
0,269680380821228
0,5737817883491516
0,5002050995826721
0,41042661666870117
0,45258739590644836
0,2870832681655884
0,41242870688438416
0,5022820830345154
0,22393088042736053
0,2519936263561249
0,24628916382789612
0,28495851159095764
0,1958785057067871
0,3958073854446411
0,5245805382728577
0,19171194732189178
0,2808070182800293
0,4889124035835266
0,25027474761009216
0,4856092929840088
0,1590869426727295
0,16976553201675415
0,1849857121706009
0,2948429584503174
0,18255871534347534
0,16619227826595306
0,16682377457618713
0,25444450974464417
0,13471545279026031
0,15824411809444427
0,1843692660331726
0,25490137934684753
0,27282923460006714
0,1623966246843338
0,17634794116020203
0,315354585647583
0,16519922018051147
0,3762401044368744
0,08929935842752457
0,449758380651474
0,2094474881887436
0,23569795489311218
0,20248815417289734
0,14841607213020325
0,15177442133426666
0,1042451560497284
0,35245394706726074
0,3229229748249054
0,2348923534154892
0,11853346973657608
0,13476574420928955
0,20862437784671783
0,13676108419895172
0,2716522216796875
0,2760108709335327
0,3041985034942627
0,18481415510177612
0,18256348371505737
0,0864795669913292
0,0713527500629425
0,22619976103305817
0,23440337181091309
0,15278252959251404
0,14638380706310272
0,202816441655159
0,4189939796924591
0,05475107952952385
0,11747297644615173
0,22505976259708405
0,15080462396144867
