trainLoss;testLoss
0,5988241901282277;0,5326748935878277
0,545303271190949;0,5020779035240411
0,5264389710205425;0,4788768779113889
0,5130327390335836;0,4713275327347219
0,5048040818914348;0,4523830739222467
0,5004174367793663;0,44067896576598287
0,4940009784755703;0,4367527691554278
0,4889005131814287;0,4274639807827771
0,481217469158699;0,41187004395760596
0,47320965856612224;0,41235504974611104
0,46393431142712627;0,39523621058091524
0,457899595766277;0,40442476838361474
0,4459275269091055;0,3811660342477262
0,4360645869358105;0,3616365450620651
0,4380520415929253;0,3574973781313747
0,41314741169943636;0,6515827888436615
0,45118189143492704;0,3107356981514022
0,3868610314536647;0,2907880565733649
0,3459905735940015;0,26670253053307535
0,5743589926898194;0,5031264293333515
0,5204139714796276;0,4920281626423821
0,5106240853221032;0,4871738300682045
0,5038996286331078;0,4750632783980109
0,49383009163015995;0,4759402127470821
0,4879891907692092;0,3771415767341387
0,4048413777263689;0,3446135098556988
0,3577509122047082;0,31693134270142764
0,3338818774389131;0,28471283908467737
0,364946769662388;0,29488751385360956
0,29618763958083744;0,2799405087123159
0,33644700540542194;0,3295801864017267
0,3429024559655577;0,2552624289446976
0,2940265845763147;0,2512791858369019
0,2852153917832863;0,252467638135422
0,29531715347280785;0,26756831113714724
0,28160641755044263;0,2632494245423004
0,28710164164561464;0,2693409060477279
0,2869738145456968;0,25163789793266916
0,37484525069411695;0,726790717029944
0,5755946329314392;0,5282994019170292
0,5284342763786871;0,5008007686294149
0,5139248538008255;0,4935605891328305
0,5097874046699027;0,49345629569957966
0,5076954832544647;0,4933991139929276
0,5056692794927758;0,49161326700588687
0,502933089138601;0,4889759910630528
0,49975782077377023;0,4846531980810687
0,4953932956242794;0,47924231344950385
0,4899021563608392;0,4745729052880779
0,48668371798130117;0,46963221361045726
0,483591446924709;0,46376598457223733
0,48094337510305746;0,4535053263476584
0,48241670875583087;0,45586758528021165
0,456509567970155;0,39786370705231094
0,40292581987570353;0,37832276029046624
0,38395622212794267;0,3631363979948219
0,3691613626334418;0,3478959208901506
0,35122677103152966;0,331616445928812
0,33421109865912435;0,32061538902344183
0,32007359389801865;0,3108065582078416
0,307727007832431;0,30471384882810526
0,2881202731831139;0,29899652463616805
0,2839732788614338;0,28796298142056914
0,27832429388379415;0,28295881633879616
0,2689383070852191;0,28519624964566903
0,2622313660842356;0,27392016355297527
0,26625388928919175;0,2771545038151089
0,26402730331134255;0,2669117552903481
0,2619308921732382;0,2669493664940819
0,26601051981444274;0,2613876126741525
0,25404574469358465;0,2600738123548217
0,25216118426401113;0,2628353624918964
0,2553803609368875;0,26193943595862945
0,2488272027645061;0,2698302162252367
0,2678390905194572;0,25484745172434486
0,24900083785537686;0,2569871865282767
0,2479031717403557;0,2578664808021858
0,25240344180004864;0,253461807287531
0,24473173363143594;0,2531863253831398
0,24803125658612823;0,2554323595849564
0,24854675119875685;0,25609601654228753
0,24959129578152514;0,2532439605792752
0,2510359816127635;0,25600921752804423
0,2522746750708663;0,25394670815905557
0,25139446963594203;0,2551994766481221
0,2512110298406566;0,2532007854321273
0,24610489615719636;0,2527550899452763
0,24045029164463724;0,2534812248620437
0,2450005856238831;0,2570480744331144
0,24642034637460328;0,25127195714449047
0,24280533043046534;0,2512731214269297
0,24078717035978398;0,2512337342504179
0,23964748334820585;0,25125341043341903
0,24454489443995345;0,2538086606771685
0,23880062056398282;0,25398221495212053
0,2388345938289028;0,2542292821832234
0,2472342734609129;0,2523335795319872
0,2412480665131772;0,25297831335221416
0,2395306409436522;0,2525952454673825
0,24146222959421046;0,25052871855150444
