trainLoss
1,822053111
1,237992799
1,333039331
1,237892175
1,113936102
1,000523943
1,109925091
0,921148944
0,944206339
0,973215842
0,8961537
0,840688777
0,775965452
0,666068596
0,61072894
0,573356396
0,564322987
0,572370026
0,611244023
0,650024405
0,493347171
0,59237687
0,654713738
0,60704585
0,599105462
0,610100275
0,533777869
0,484981522
0,51279029
0,572623137
0,518791631
0,459252253
0,554697803
0,441594571
0,463780037
0,434659544
0,49080438
0,552369726
0,543383777
0,60949941
0,757390016
0,618419254
0,724594778
0,724199986
0,667977366
0,628908935
0,603155431
0,651441646
0,726019832
0,62955513
0,577507591
0,644345713
0,58031399
0,668886971
0,501060545
0,595440412
0,600353897
0,591395378
0,600728419
0,565156403
0,557986119
0,679692578
0,64194856
0,560983741
0,618919143
0,627643204
0,505365646
0,560158813
0,614666671
0,685331219
0,604991642
0,54398587
0,591559184
0,571638331
0,54495661
0,548283693
0,618674478
0,602223322
0,533080581
0,587769261
0,569751242
0,571268502
0,559443381
0,523515001
0,581471005
0,60394021
0,555358091
0,5238175
0,601568383
0,542568624
0,658430618
0,541562188
0,575244215
0,620275158
0,598242089
0,517626411
0,679419407
0,621185777
0,583912024
0,573984167
0,62602407
0,630777636
0,506717077
0,501342046
0,589007488
0,595293581
0,673241371
0,562887302
0,569549823
0,507717483
0,583707166
0,530559424
0,553484964
0,578277755
0,549810618
0,623785084
0,517581511
0,543670225
0,554806876
0,532655418
0,525656712
0,543734127
0,590948486
0,576873788
0,572765321
0,521089444
0,533199114
0,532509241
0,573304319
0,516234541
0,561519772
0,463549054
0,586053944
0,553811383
0,510991919
0,530269808
0,584756741
0,632360178
0,494528329
0,498725802
0,541286159
0,63409166
0,589165038
0,537576202
0,544913751
0,56711325
0,553619224
0,514774013
0,555484641
0,592728847
0,522515661
0,569703761
0,545834616
0,472606474
0,562117389
0,457969612
0,592200726
0,597001451
0,547753122
0,538631925
0,654150566
0,510372192
0,512340671
0,640696961
0,460448113
0,58301639
0,497502428
0,530076039
0,549065623
0,483485666
0,538300887
0,488322917
0,54165163
0,557756412
0,556167096
0,580918318
0,531666097
0,527451181
0,536986703
0,477653
0,525450766
0,586326373
0,580329791
0,528228945
0,629625326
0,591033408
0,544783607
0,574338895
0,556381658
0,531276637
0,4518433
0,547434962
0,515259632
0,455029204
0,536136073
0,51680465
0,498736477
0,51830152
0,521294823
0,526683858
0,504394856
0,552581069
0,523609382
0,486546621
0,513726279
0,553919762
0,5275013
0,459675786
0,498124155
0,486442077
0,529273126
0,573764309
0,515061775
0,493126932
0,527196997
0,515824699
0,494425246
0,556463805
0,48461324
0,512822264
0,54864856
0,480131894
0,533764932
0,575391212
0,535288525
0,501241821
0,541422501
0,513328952
0,507001939
0,545233566
0,541010863
0,512629521
0,56622794
0,561322835
0,56245476
0,563310143
0,454560554
0,500516117
0,433736444
0,572343439
0,550249618
0,503673276
0,469126752
0,469651234
0,490915212
0,547593474
0,504243642
0,569900253
0,523994347
0,502536121
0,522193065
0,523960286
0,509706223
0,567812249
0,511552665
0,517206702
0,499319598
0,51328665
0,493686333
0,549248108
0,527369165
0,53087441
0,494218171
0,484269768
0,521036741
0,506343687
0,552452183
0,502246526
0,548890695
0,530663595
0,513213593
0,473276848
0,468492997
0,531765431
0,494772175
0,409174517
0,488613346
0,492937693
0,493354854
0,569616169
0,531520849
0,524856725
0,491832444
0,508351833
0,52527186
0,508627144
0,462066498
0,517157593
0,501484653
0,484802301
0,544196448
0,514396906
0,471554202
0,469065073
0,540414953
