fpr,tpr
0.0,0.0
1.1688934086100688e-05,0.0
0.000187022945377611,0.0
0.000187022945377611,0.0018484288354898336
0.00023377868172201377,0.0018484288354898336
0.00025715654989421515,0.0018484288354898336
0.00025715654989421515,0.0036968576709796672
0.0002922233521525172,0.0036968576709796672
0.0002922233521525172,0.005545286506469501
0.0003156012203247186,0.005545286506469501
0.0003156012203247186,0.0073937153419593345
0.00035066802258302063,0.0073937153419593345
0.00035066802258302063,0.009242144177449169
0.00044417949527182616,0.009242144177449169
0.0004558684293579269,0.011090573012939002
0.000526002033874531,0.011090573012939002
0.000526002033874531,0.012939001848428836
0.0005376909679606316,0.012939001848428836
0.0005376909679606316,0.014787430683918669
0.0005493799020467324,0.014787430683918669
0.0005493799020467324,0.0166358595194085
0.0005727577702189337,0.0166358595194085
0.0005727577702189337,0.018484288354898338
0.0006195135065633364,0.018484288354898338
0.0006195135065633364,0.02033271719038817
0.0006545803088216386,0.02033271719038817
0.0006545803088216386,0.022181146025878003
0.0007714696496826455,0.022181146025878003
0.0007714696496826455,0.024029574861367836
0.0008182253860270482,0.024029574861367836
0.0008182253860270482,0.025878003696857672
0.000864981122371451,0.025878003696857672
0.000864981122371451,0.027726432532347505
0.0009351147268880551,0.027726432532347505
0.0009351147268880551,0.029574861367837338
0.0009818704632324577,0.029574861367837338
0.0010052483314046592,0.029574861367837338
0.0010987598040934647,0.029574861367837338
0.0010987598040934647,0.038817005545286505
0.0011104487381795654,0.038817005545286505
0.0011104487381795654,0.04066543438077634
0.0011221376722656661,0.04066543438077634
0.0011221376722656661,0.04436229205175601
0.0011805823426961695,0.04436229205175601
0.0011805823426961695,0.04805914972273567
0.0012156491449544717,0.04805914972273567
0.0012156491449544717,0.04990757855822551
0.0012857827494710758,0.04990757855822551
0.0012857827494710758,0.051756007393715345
0.0013442274199015791,0.051756007393715345
0.0013442274199015791,0.053604436229205174
0.0014844946289347875,0.053604436229205174
0.0014844946289347875,0.05545286506469501
0.0015546282334513916,0.05545286506469501
0.0015546282334513916,0.05730129390018484
0.001835162651517808,0.05730129390018484
0.001835162651517808,0.059149722735674676
0.0018702294537761102,0.059149722735674676
0.0018702294537761102,0.06099815157116451
0.0018936073219483116,0.06099815157116451
0.0018936073219483116,0.06284658040665435
0.001952051992378815,0.06284658040665435
0.001952051992378815,0.06469500924214418
0.001987118794637117,0.06469500924214418
0.0020104966628093184,0.06469500924214418
0.0020104966628093184,0.066543438077634
0.00203387453098152,0.066543438077634
0.00203387453098152,0.06839186691312385
0.0020455634650676205,0.06839186691312385
0.0020455634650676205,0.07024029574861368
0.0020806302673259227,0.07024029574861368
0.0020806302673259227,0.07208872458410351
0.002104008135498124,0.07208872458410351
0.002104008135498124,0.07393715341959335
0.0021624528059286273,0.07393715341959335
0.0021624528059286273,0.07578558225508318
0.002174141740014728,0.07578558225508318
0.002174141740014728,0.07763401109057301
0.00220920854227303,0.07763401109057301
0.00220920854227303,0.08133086876155268
0.002255964278617433,0.08133086876155268
0.002255964278617433,0.08317929759704251
0.0022910310808757347,0.08317929759704251
0.0022910310808757347,0.08502772643253234
0.0023494757513062383,0.08502772643253234
0.0023494757513062383,0.09057301293900184
0.002396231487650641,0.09057301293900184
0.002396231487650641,0.09242144177449169
0.002466365092167245,0.09242144177449169
0.002466365092167245,0.09426987060998152
0.002513120828511648,0.09426987060998152
0.002513120828511648,0.09611829944547134
0.0025715654989421515,0.09611829944547134
0.002594943367114353,0.09611829944547134
0.0026183212352865544,0.09611829944547134
0.0026183212352865544,0.09981515711645102
0.002653388037544856,0.09981515711645102
0.0026767659057170576,0.09981515711645102
0.0026767659057170576,0.10351201478743069
0.002735210576147561,0.10351201478743069
0.002735210576147561,0.10536044362292052
0.002746899510233662,0.10536044362292052
0.002746899510233662,0.10720887245841035
0.002781966312491964,0.10720887245841035
0.002781966312491964,0.10905730129390019
0.0027936552465780647,0.10905730129390019
0.0027936552465780647,0.11090573012939002
0.0028754777851807693,0.11090573012939002
0.0028754777851807693,0.11275415896487985
0.002933922455611273,0.11275415896487985
0.002933922455611273,0.11460258780036968
0.0029456113896973737,0.11460258780036968
0.0029456113896973737,0.12014787430683918
0.0030157449942139775,0.12014787430683918
0.0030157449942139775,0.12754158964879853
0.0030274339283000782,0.12754158964879853
0.0030274339283000782,0.12939001848428835
0.0030625007305583804,0.12939001848428835
0.0030625007305583804,0.13123844731977818
0.0030975675328166826,0.13123844731977818
0.003120945400988884,0.13123844731977818
0.003120945400988884,0.13493530499075784
0.0031677011373332864,0.13493530499075784
0.0031677011373332864,0.1367837338262477
0.003191079005505488,0.1367837338262477
0.003191079005505488,0.13863216266173753
0.00322614580776379,0.13863216266173753
