precision;recall;thresh
0,06958762886597938;0,27;0,9682990312576294
0,06940874035989718;0,27;0,9682990312576294
0,06923076923076923;0,27;0,9682249426841736
0,06905370843989769;0,27;0,9681622385978699
0,06887755102040816;0,27;0,9680458307266235
0,06870229007633588;0,27;0,9678547382354736
0,06852791878172589;0,27;0,9678547382354736
0,07088607594936709;0,28;0,9676786661148071
0,0707070707070707;0,28;0,9676716327667236
0,07052896725440806;0,28;0,9676107168197632
0,0728643216080402;0,29;0,9676107168197632
0,07268170426065163;0,29;0,9676107168197632
0,0725;0,29;0,9675507545471191
0,07231920199501247;0,29;0,9669834971427917
0,07213930348258707;0,29;0,9667147397994995
0,07196029776674938;0,29;0,966541051864624
0,07178217821782178;0,29;0,9660750031471252
0,07160493827160494;0,29;0,9660750031471252
0,07142857142857142;0,29;0,9659640789031982
0,07125307125307126;0,29;0,9658222794532776
0,07107843137254902;0,29;0,9655519127845764
0,07090464547677261;0,29;0,9654847979545593
0,07073170731707316;0,29;0,9654775857925415
0,0705596107055961;0,29;0,9651411175727844
0,07281553398058252;0,3;0,9649288654327393
0,07506053268765134;0,31;0,964771032333374
0,0748792270531401;0,31;0,9645470976829529
0,0746987951807229;0,31;0,9644787311553955
0,07451923076923077;0,31;0,9644620418548584
0,07434052757793765;0,31;0,9643928408622742
0,07416267942583732;0,31;0,9642876386642456
0,07398568019093078;0,31;0,9642876386642456
0,07380952380952381;0,31;0,9642648100852966
0,07363420427553444;0,31;0,9642648100852966
0,07345971563981042;0,31;0,9641968607902527
0,07328605200945626;0,31;0,9641968607902527
0,07311320754716981;0,31;0,9641968607902527
0,07294117647058823;0,31;0,9641968607902527
0,07276995305164319;0,31;0,9641968607902527
0,07259953161592506;0,31;0,964146614074707
0,07476635514018691;0,32;0,9637281894683838
0,07459207459207459;0,32;0,9635014533996582
0,07441860465116279;0,32;0,9635014533996582
0,0765661252900232;0,33;0,9635014533996582
0,0763888888888889;0,33;0,9635014533996582
0,07621247113163972;0,33;0,9635014533996582
0,07603686635944701;0,33;0,9635013341903687
0,07586206896551724;0,33;0,9634411334991455
0,07568807339449542;0,33;0,9634411334991455
0,07551487414187644;0,33;0,9634411334991455
0,07534246575342465;0,33;0,9634067416191101
0,07517084282460136;0,33;0,96275395154953
0,075;0,33;0,9627193808555603
0,07482993197278912;0,33;0,9620446562767029
0,0746606334841629;0,33;0,9618808627128601
0,0744920993227991;0,33;0,96185702085495
0,07432432432432433;0,33;0,9611443281173706
0,07415730337078652;0,33;0,9605025053024292
0,07399103139013453;0,33;0,9601432085037231
0,07606263982102908;0,34;0,9599869847297668
0,07589285714285714;0,34;0,9598337411880493
0,0757238307349666;0,34;0,9598337411880493
0,07555555555555556;0,34;0,9595133662223816
0,07538802660753881;0,34;0,9593197107315063
0,0752212389380531;0,34;0,9593197107315063
0,07505518763796909;0,34;0,9591736793518066
0,07488986784140969;0,34;0,9591530561447144
0,07472527472527472;0,34;0,9591530561447144
0,07675438596491228;0,35;0,9591530561447144
0,07658643326039387;0,35;0,9591530561447144
0,07641921397379912;0,35;0,9591530561447144
0,07625272331154684;0,35;0,9589492678642273
0,07608695652173914;0,35;0,9587688446044922
0,07592190889370933;0,35;0,9577581286430359
0,07575757575757576;0,35;0,9576132893562317
0,07775377969762419;0,36;0,9568403363227844
0,07758620689655173;0,36;0,9567552208900452
0,07741935483870968;0,36;0,9567317962646484
0,07725321888412018;0,36;0,9567317962646484
0,07708779443254818;0,36;0,9564154744148254
0,07692307692307693;0,36;0,9564154744148254
0,07889125799573561;0,37;0,9557005167007446
0,07872340425531915;0,37;0,9557005167007446
0,07855626326963906;0,37;0,9557005167007446
0,07838983050847458;0,37;0,9557005167007446
0,07822410147991543;0,37;0,9557005167007446
0,07805907172995781;0,37;0,9557005167007446
0,07789473684210527;0,37;0,9556501507759094
0,07773109243697479;0,37;0,9542657136917114
0,07756813417190776;0,37;0,9528009295463562
0,07740585774058577;0,37;0,9527513384819031
0,07724425887265135;0,37;0,9522877931594849
0,07708333333333334;0,37;0,9521571397781372
0,07692307692307693;0,37;0,9521571397781372
0,07883817427385892;0,38;0,9512506723403931
0,07867494824016563;0,38;0,950984001159668
0,07851239669421488;0,38;0,9494144320487976
0,07835051546391752;0,38;0,9486465454101562
0,07818930041152264;0,38;0,9484291076660156
0,07802874743326489;0,38;0,9484291076660156
0,0778688524590164;0,38;0,9479359984397888
0,07770961145194274;0,38;0,9470959901809692
0,07755102040816327;0,38;0,9469141364097595
0,07739307535641547;0,38;0,9463301301002502
0,07723577235772358;0,38;0,9459189772605896
0,07707910750507099;0,38;0,9453068971633911
0,07692307692307693;0,38;0,9442435503005981
0,07676767676767676;0,38;0,9442435503005981
0,07862903225806452;0,39;0,9439105987548828
0,07847082494969819;0,39;0,9439105987548828
0,0783132530120482;0,39;0,9439105987548828
0,0781563126252505;0,39;0,9439105987548828
0,078;0,39;0,9434588551521301
0,07784431137724551;0,39;0,9430384635925293
0,07768924302788845;0,39;0,9428533911705017
0,07952286282306163;0,4;0,9426560997962952
0,07936507936507936;0,4;0,9425303936004639
0,07920792079207921;0,4;0,9419575929641724
0,07905138339920949;0,4;0,9419575929641724
0,07889546351084813;0,4;0,9417267441749573
0,07874015748031496;0,4;0,9416581392288208
0,07858546168958742;0,4;0,9416581392288208
0,0784313725490196;0,4;0,9413525462150574
0,07827788649706457;0,4;0,9413071274757385
0,078125;0,4;0,9412826895713806
0,07797270955165692;0,4;0,9411770105361938
0,07782101167315175;0,4;0,9411770105361938
0,07766990291262135;0,4;0,9410222172737122
0,07751937984496124;0,4;0,9409726858139038
0,07736943907156674;0,4;0,9409397840499878
0,07915057915057915;0,41;0,9404553771018982
0,0789980732177264;0,41;0,9404553771018982
0,07884615384615384;0,41;0,9404553771018982
0,07869481765834933;0,41;0,940209686756134
0,07854406130268199;0,41;0,9397306442260742
0,07839388145315487;0,41;0,9395328760147095
0,07824427480916031;0,41;0,9384060502052307
0,07809523809523809;0,41;0,9381872415542603
0,0779467680608365;0,41;0,9381195902824402
0,0777988614800759;0,41;0,9378988742828369
0,07765151515151515;0,41;0,9378988742828369
0,07750472589792061;0,41;0,9378988742828369
0,07735849056603773;0,41;0,9378988742828369
0,07721280602636535;0,41;0,9378594756126404
0,07706766917293233;0,41;0,9377513527870178
0,07692307692307693;0,41;0,9377513527870178
0,07677902621722846;0,41;0,9371840357780457
0,07850467289719626;0,42;0,9371840357780457
0,07835820895522388;0,42;0,9371840357780457
0,0782122905027933;0,42;0,937028169631958
0,07806691449814127;0,42;0,937028169631958
0,07792207792207792;0,42;0,937028169631958
0,07777777777777778;0,42;0,937028169631958
0,07763401109057301;0,42;0,9369826316833496
0,07749077490774908;0,42;0,9369639158248901
0,07734806629834254;0,42;0,9369309544563293
0,07720588235294118;0,42;0,9369309544563293
0,07706422018348624;0,42;0,9366018772125244
0,07692307692307693;0,42;0,9366018772125244
0,07678244972577697;0,42;0,9362055659294128
0,07664233576642336;0,42;0,9346910119056702
0,07650273224043716;0,42;0,9339986443519592
0,07636363636363637;0,42;0,9339986443519592
0,07622504537205081;0,42;0,9329564571380615
0,07608695652173914;0,42;0,9319669008255005
0,0759493670886076;0,42;0,931674599647522
0,07581227436823104;0,42;0,9302098155021667
0,07567567567567568;0,42;0,9298023581504822
0,07553956834532374;0,42;0,9291712045669556
0,07540394973070018;0,42;0,927725613117218
0,07526881720430108;0,42;0,9274963140487671
0,07513416815742398;0,42;0,9273142218589783
0,075;0,42;0,9273142218589783
0,0748663101604278;0,42;0,9271209239959717
0,07473309608540925;0,42;0,9261789917945862
0,07460035523978685;0,42;0,9248484969139099
0,07446808510638298;0,42;0,9245879650115967
0,07610619469026549;0,43;0,9242571592330933
0,07597173144876325;0,43;0,9234296083450317
0,07583774250440917;0,43;0,9231692552566528
0,07570422535211267;0,43;0,9223946928977966
0,07557117750439367;0,43;0,9181137681007385
0,07543859649122807;0,43;0,9181137681007385
0,07530647985989491;0,43;0,916623592376709
0,07517482517482517;0,43;0,9165221452713013
0,07678883071553229;0,44;0,9165221452713013
0,07665505226480836;0,44;0,915532648563385
0,07652173913043478;0,44;0,915246844291687
0,0763888888888889;0,44;0,915230393409729
0,07625649913344887;0,44;0,9132906794548035
0,07612456747404844;0,44;0,9105908870697021
0,07599309153713299;0,44;0,9078339338302612
0,07758620689655173;0,45;0,9039290547370911
0,0774526678141136;0,45;0,9015549421310425
0,07731958762886598;0,45;0,9015549421310425
0,07718696397941681;0,45;0,90036541223526
0,07705479452054795;0,45;0,9001836776733398
0,07692307692307693;0,45;0,8948112726211548
0,07679180887372014;0,45;0,8945822715759277
0,07666098807495741;0,45;0,8919589519500732
0,07653061224489796;0,45;0,8904677629470825
0,07640067911714771;0,45;0,8859783411026001
0,07627118644067797;0,45;0,8856220841407776
0,07614213197969544;0,45;0,8839287161827087
0,07601351351351351;0,45;0,8822102546691895
0,07588532883642496;0,45;0,879350483417511
0,07575757575757576;0,45;0,879350483417511
0,07563025210084033;0,45;0,879350483417511
0,07550335570469799;0,45;0,879350483417511
0,07537688442211055;0,45;0,879350483417511
0,07525083612040134;0,45;0,8760244846343994
0,07512520868113523;0,45;0,8756304383277893
0,075;0,45;0,8734201192855835
0,07487520798668885;0,45;0,8718346357345581
0,07475083056478406;0,45;0,8686045408248901
0,07462686567164178;0,45;0,8686045408248901
0,07450331125827815;0,45;0,8669344782829285
0,0743801652892562;0,45;0,8644340634346008
0,07425742574257425;0,45;0,861989438533783
0,07413509060955518;0,45;0,8619032502174377
0,07401315789473684;0,45;0,8604256510734558
0,07389162561576355;0,45;0,8594033718109131
0,07377049180327869;0,45;0,8553393483161926
0,07364975450081833;0,45;0,8507987260818481
0,07352941176470588;0,45;0,848263144493103
0,0734094616639478;0,45;0,8482550382614136
0,0732899022801303;0,45;0,8481023907661438
0,07317073170731707;0,45;0,8481023907661438
0,07305194805194805;0,45;0,843941330909729
0,07293354943273905;0,45;0,8384765386581421
0,07281553398058252;0,45;0,8384765386581421
0,07269789983844911;0,45;0,8384765386581421
0,07258064516129033;0,45;0,8334444761276245
0,07246376811594203;0,45;0,8321904540061951
0,07234726688102894;0,45;0,8321492075920105
0,07223113964686999;0,45;0,8282875418663025
0,07211538461538461;0,45;0,8257495760917664
0,072;0,45;0,8257495760917664
0,07188498402555911;0,45;0,8219509124755859
0,07177033492822966;0,45;0,8219509124755859
0,07165605095541401;0,45;0,821702241897583
0,07313195548489666;0,46;0,821702241897583
0,07301587301587302;0,46;0,821702241897583
0,07290015847860538;0,46;0,8107179999351501
0,07278481012658228;0,46;0,8091896772384644
0,07266982622432859;0,46;0,8024434447288513
0,07255520504731862;0,46;0,8024434447288513
0,07244094488188976;0,46;0,7985746264457703
0,07232704402515723;0,46;0,7959680557250977
0,07221350078492936;0,46;0,7959680557250977
0,07366771159874608;0,47;0,7917618155479431
0,07355242566510173;0,47;0,7917618155479431
0,0734375;0,47;0,7914855480194092
0,07332293291731669;0,47;0,7909117937088013
0,07320872274143302;0,47;0,7894132733345032
0,07465007776049767;0,48;0,7861039638519287
0,07453416149068323;0,48;0,7795297503471375
0,07596899224806201;0,49;0,77379310131073
0,07585139318885449;0,49;0,7658713459968567
